id,livro,titulo,origem,arquivo_origem,sha256,largura_px,altura_px,inspecao,destino_proposto,acao,aprovacao_autora,incorporacao_atual
RS-LEG-17,2,Padrões de Repetição,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/01_USADAS_NO_LIVRO/17_Infográfico_escuro_com_labirinto_raízes_e_correntes_rompidas_mostra_o_ciclo_entr.jpeg,107bae0c112d17d712e5a23c735fc7df47b22803829e7da580df410352ed7701,1055,1491,inspecionada,"Capítulos 4 / 18, se necessário",Comparar com Sistema Operacional e Pensamento/Caráter; no máximo uma peça canônica e uma complementar para essa família.,pendente para esta edição,não incorporada
RS-LEG-18,2,Comandos do Pensamento,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/01_USADAS_NO_LIVRO/18_Infográfico_com_funil_e_três_comandos_de_metacognição_observar_e_nomear_checar_e.jpeg,ab0a3295e553c79c3f0bd873609c172068bcecfd1e8570b72d0e838ea9b96209,1055,1491,inspecionada,Capítulo 22 / sinalização anterior,"Preservar Pense nisso, Repense isso e Pense comigo; funções recuperadas na prosa. Reduzir texto miúdo.",pendente para esta edição,não incorporada
RS-LEG-19,2,Autoria Emocional,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/01_USADAS_NO_LIVRO/19_Mulher_segurando_uma_chave_diante_de_uma_bússola_quatro_etapas_mostram_percepção.jpeg,d9c624125a202bc8fb3b3c793c69e3792581eb1cef03aefabae20b6333ba1799,1054,1492,inspecionada,Capítulo 10 / limites,Preservar função; subordinar ao Corpo-Sismógrafo e não sugerir soberania como controle total.,pendente para esta edição,não incorporada
RS-LEG-20,2,Sofá Quente da Mentira,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/01_USADAS_NO_LIVRO/20_Sala_escura_com_sofá_cobertor_espelho_rachado_e_corrente_no_chão_simboliza_o_con.jpeg,05d3b77c44b2307117a5f9ffc5f34af5b93c9669079c3eda58ce23f26cdee741,1122,1402,inspecionada,Capítulo 19,Preservar atmosfera/fonte. A arte vista não mostra claramente porta aberta nem relógio; não equivale à Jaula definitiva solicitada.,pendente para esta edição,não incorporada
RS-LEG-21,2,Filtro da Sensatez,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/01_USADAS_NO_LIVRO/21_Funil_recebe_suposições_medos_pressa_julgamentos_e_crenças_quatro_etapas_levam_d.jpeg,bfbf925a087f387bd5ee243b73c3252d3e6b9c03c8854641498a58df7237a90d,1055,1491,inspecionada,Capítulo 22,Preservar; quatro passos antigos não substituem as 12 perguntas atuais. Agrupar por função e fornecer texto-espelho.,pendente para esta edição,não incorporada
RS-LEG-22,2,14 Tipos / Espelhos,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/01_USADAS_NO_LIVRO/22_Árvore_central_conectada_a_quatorze_perfis_simbólicos_de_posicionamento_o_mapa_f.jpeg,d81762eafcbd236eb4af6113de4a68ed828b69027d3548cb58d59d47b842a7da,1122,1402,inspecionada,Capítulo 24,Adaptar título/linguagem para Espelhos contextuais e hierarquia de leitura; caracteres minúsculos em pôster escuro exigem recomposição.,pendente para esta edição,não incorporada
RS-LEG-23,2,Influência Indevida,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/01_USADAS_NO_LIVRO/23_Mapa_circular_com_grupo_carência_narrativa_algoritmo_pressão_validação_e_medo_ao.jpeg,62b4b67a7ae1b7e03e71e38e1dce4d9101cb9326c52a107c5b195ff6597e6b30,1055,1491,inspecionada,Capítulo 20,"Preservar função; revisar linguagem de instalação/sequestro e os critérios, alinhando aos cinco exames atuais.",pendente para esta edição,não incorporada
RS-LEG-24,2,Poda,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/01_USADAS_NO_LIVRO/24_Tesoura_de_poda_diante_de_um_galho_de_cajueiro_cinco_campos_mostram_hábitos_cren.jpeg,2c319489aa4b9fd0f9009ff73fc6d1bf07aba6bb9a18a1e7039fa4475f0c01f7,1055,1491,inspecionada,Capítulo 26,"Preservar; objeto específico, alternativas, custo e proteção no texto; vínculos não são corte automático.",pendente para esta edição,não incorporada
RS-LEG-25,2,Nova Semente,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/01_USADAS_NO_LIVRO/25_Semente_germinando_ao_centro_ao_redor_aparecem_nova_decisão_nova_postura_novo_li.jpeg,46ebbc1dcf152592acd69a27e7a5c729e2477e77d6723006c813b5e607f622a0,1055,1491,inspecionada,Capítulo 27,"Preservar; atitude/prática pequena, observável e revisável; continuidade no capítulo 28.",pendente para esta edição,não incorporada
RS-EXTRA-01,2,Extra 1,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/02_EXTRAS_NAO_INSERIDAS/01_09ADFA57-E98F-455D-8131-E53D6ABFD47A.jpeg,f33edc422c1e4587e49a20e5975655f9139bbf4ecf3f6358702bd9469befbdad,1122,1402,inspecionada,Reserva,Comparar com família equivalente; manter original. Variante semelhante não é duplicata binária nem aprovação.,pendente para esta edição,não incorporada
RS-EXTRA-02,2,Extra 2,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/02_EXTRAS_NAO_INSERIDAS/02_3A7FF84F-32DC-4D5B-A277-0613504467B8.jpeg,23a9ef2ff1c25e9c067015c175d9a59e847151fc6a35104407452b363c9280b9,1536,1033,inspecionada,Reserva,Comparar com família equivalente; manter original. Variante semelhante não é duplicata binária nem aprovação.,pendente para esta edição,não incorporada
RS-EXTRA-03,2,Extra 3,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/02_EXTRAS_NAO_INSERIDAS/03_3FBB239F-41EE-458A-A56B-9A94B4207591.jpeg,3d876b82b24cbaeea3eb259401667a8c8c8d64de26bb1a62baebba2517b43f60,1055,1491,inspecionada,Reserva,Comparar com família equivalente; manter original. Variante semelhante não é duplicata binária nem aprovação.,pendente para esta edição,não incorporada
RS-EXTRA-04,2,Extra 4,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/02_EXTRAS_NAO_INSERIDAS/04_96E3DDC8-AEE9-480B-9D56-36AA5C4B9FCF.jpeg,269bd260149ac72825fb9584f72cafdae54514088f88e64c4550a6551961eac1,1055,1491,inspecionada,Reserva,Comparar com família equivalente; manter original. Variante semelhante não é duplicata binária nem aprovação.,pendente para esta edição,não incorporada
RS-EXTRA-05,2,Extra 5,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/02_EXTRAS_NAO_INSERIDAS/05_980240AE-102D-4AAB-89AE-7001728535E2.jpeg,1fcf9672ae5cfe7ee75a194c160295d8a6cfbe75a4d131d8f2825bcc6583268a,1122,1402,inspecionada,Reserva,Comparar com família equivalente; manter original. Variante semelhante não é duplicata binária nem aprovação.,pendente para esta edição,não incorporada
RS-EXTRA-06,2,Extra 6,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/02_EXTRAS_NAO_INSERIDAS/06_C5CC374F-288B-4F5D-8EB5-7B8764ACC8DD.jpeg,20fdb9560fcb0236d5b0e0cd4a29ac67f5c28e57e42c66e897007fc787d29b8f,1055,1491,inspecionada,Reserva,Comparar com família equivalente; manter original. Variante semelhante não é duplicata binária nem aprovação.,pendente para esta edição,não incorporada
RS-EXTRA-07,2,Extra 7,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/02_EXTRAS_NAO_INSERIDAS/07_C8770390-2243-44ED-B74F-B89BB5054385.jpeg,5338ec1b2b2933fc0ed7d28a00a4bec1987bd170e706aad833a8a2ee829e6f09,1086,1448,inspecionada,Reserva,Comparar com família equivalente; manter original. Variante semelhante não é duplicata binária nem aprovação.,pendente para esta edição,não incorporada
RS-EXTRA-08,2,Extra 8,https://chatgpt.com/api/library/files/libfile_42d31742471481918455a28d10fc5d13/download,BANCO_DE_IMAGENS_REPOSICIONESE_V1_7_1/02_EXTRAS_NAO_INSERIDAS/08_D16B260D-4E09-475C-B42D-73E66C36942F.jpeg,6654a2e79ce7fa000f4e1f6a9012bd1aa8a5342e07e49d14dbd3f37a810ae48c,1086,1448,inspecionada,Reserva,Comparar com família equivalente; manter original. Variante semelhante não é duplicata binária nem aprovação.,pendente para esta edição,não incorporada
RS-ORFA-01,2,image13.png,https://chatgpt.com/api/library/files/libfile_343aa16107108191b19fb9149d74540a/download,word/media/image13.png,12325ecbab12ddd37d5df7c7cbe71342c1de6975501d36db6387a9548a7e6f5e,1024,1536,inspecionada,Reserva,"Mídia embutida no pacote DOCX, sem referência no corpo principal; não contar como imagem aplicada.",pendente para esta edição,não incorporada
RS-ORFA-02,2,image19.jpg,https://chatgpt.com/api/library/files/libfile_343aa16107108191b19fb9149d74540a/download,word/media/image19.jpg,a9c65a39547a32e22490d32c27f2f9903f84183ae82d9da69cee4df4976a641a,1055,1491,inspecionada,Reserva,"Mídia embutida no pacote DOCX, sem referência no corpo principal; não contar como imagem aplicada.",pendente para esta edição,não incorporada
RS-ORFA-03,2,image20.jpg,https://chatgpt.com/api/library/files/libfile_343aa16107108191b19fb9149d74540a/download,word/media/image20.jpg,0ee9fc8acc84257787ed913f42f0a519db4c74d737f05960480aa9c585a232a5,1055,1491,inspecionada,Reserva,"Mídia embutida no pacote DOCX, sem referência no corpo principal; não contar como imagem aplicada.",pendente para esta edição,não incorporada
RS-ORFA-04,2,image4.jpg,https://chatgpt.com/api/library/files/libfile_343aa16107108191b19fb9149d74540a/download,word/media/image4.jpg,f68f3575caa6166bfc6d69df8b67485035bb865edefdc803d2e14dc15c105f49,1055,1491,inspecionada,Reserva,"Mídia embutida no pacote DOCX, sem referência no corpo principal; não contar como imagem aplicada.",pendente para esta edição,não incorporada
RS-ORFA-05,2,image5.jpg,https://chatgpt.com/api/library/files/libfile_343aa16107108191b19fb9149d74540a/download,word/media/image5.jpg,a0c4db5dddfc94f470dbd68bdecb2728d7c8927c8aaa86a9a3d8893e2d1b8eb9,1024,1536,inspecionada,Reserva,"Mídia embutida no pacote DOCX, sem referência no corpo principal; não contar como imagem aplicada.",pendente para esta edição,não incorporada
FI-LEG-01,3,O eu cercado por vozes fornecedoras,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-01.png,FIG-01.png,e6468a5ec454397b052a58be1fcc3ff48136bdcc079408675560992c0d0d96c3,2000,1200,inspecionada,Cap. 5–7 (candidato),Recompor: setas atravessam textos e cobrem o Eu; preservar influência sem fazê-la destino.,pendente para esta edição,não incorporada
FI-LEG-02,3,"Duas fugas, o mesmo ciclo",https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-02.png,FIG-02.png,abeeaaa022cd191823628cbc2db2461b27dd3aa032cc9f2331681d9057df645a,2000,1200,inspecionada,Cap. 3 / 17 (candidato),Rever sequência simplificada e correspondência entre duas fugas; candidata à fusão com FIG-15.,pendente para esta edição,não incorporada
FI-LEG-03,3,Do acontecimento ao comando,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-03.png,FIG-03.png,794298094b5ff2e9026091fd2f0870bbd9890c444f3f3a35b8e84edb86677499,2000,1200,inspecionada,Cap. 9 / 11 (candidato),Avaliar utilidade da sequência narrativa e evitar causalidade inevitável.,pendente para esta edição,não incorporada
FI-LEG-04,3,Matriz NARRATIVA,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-04.png,FIG-04.png,e81f4fd6869ace0c5217f3193dfdb485a73fe6d151e02918767ce45b41ea7c3a,2000,1200,inspecionada,Cap. 9 (candidato),Não importar acrônimo sem correspondência explícita no manuscrito atual; pode permanecer em reserva.,pendente para esta edição,não incorporada
FI-LEG-05,3,Como uma crença chega à ação,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-05.png,FIG-05.png,8c2dee04e30512a1b2f5aa21bb62f8f17aff54837ec71ee13aead1827ca3d945,2000,1200,inspecionada,Cap. 9 / 11 (candidato),Rever cadeia linear; contexto e alternativas não podem desaparecer.,pendente para esta edição,não incorporada
FI-LEG-06,3,Polos não são eixo,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-06.png,FIG-06.png,7b203623c74bd94d94b6a444d1e0ddf6dfe7c8d61367c4f3e9d676f3e739cbfe,2000,1200,inspecionada,Cap. 20 / 24 (candidato),Corrigir legenda cortada à direita e não sugerir que critério é média entre polos.,pendente para esta edição,não incorporada
FI-LEG-07,3,De onde chegam os mapas do eu,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-07.png,FIG-07.png,7c4a9dc754418a5f39c050816efceab6256477f2d98a32a4fd66d3029a6e64e6,2000,1200,inspecionada,Cap. 5–8 (candidato),"Recompor como fontes coexistentes; família, pares e telas não formam uma sequência causal obrigatória.",pendente para esta edição,não incorporada
FI-LEG-08,3,O ciclo da recomendação,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-08.png,FIG-08.png,3275572404ab6cd9e70784ecc2b0b8408aca762536d19cab33371268bfda8d97,2000,1200,inspecionada,Cap. 8 (candidato),"Preservar função, conferir afirmações e relação de retorno; layout horizontal tem texto pequeno.",pendente para esta edição,não incorporada
FI-LEG-09,3,Eu vivido e eu exibido,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-09.png,FIG-09.png,8ecc9b859d039065000230410a847839a4d300cc1bd79c2159a23ff1fcc8f1f7,2000,1200,inspecionada,Cap. 8 / 16 (candidato),"Boa distinção potencial; explicar limites da sobreposição, sem prometer Eu puro.",pendente para esta edição,não incorporada
FI-LEG-10,3,Quando a causa começa a usar a pessoa,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-10.png,FIG-10.png,81ee6e11b3d3808d5302e29dea018e24a03199f8a6a644c684f01d5716b45494,2000,1200,inspecionada,Cap. 14 (candidato),Coerente como hipótese de captura; sequência não deve representar todo pertencimento.,pendente para esta edição,não incorporada
FI-LEG-11,3,A anatomia da ocupação,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-11.png,FIG-11.png,a142bac1cb41066b4096f88e0ac24a74b98a2ab6377cd64afd5e233b1d4c4320,2000,1200,inspecionada,Cap. 10–12 (candidato),"Candidata forte; conferir termos e mostrar progressão possível, não estágios inevitáveis.",pendente para esta edição,não incorporada
FI-LEG-12,3,Repetição não é evidência,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-12.png,FIG-12.png,79175331d5d4fb225e5a4b46d6099ab5ff95f7c31d920111d9849128024022c5,2000,1200,inspecionada,Cap. 11 (candidato),Útil; adequar legenda e fonte da afirmação antes da versão final.,pendente para esta edição,não incorporada
FI-LEG-13,3,Como a redoma narrativa se fecha,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-13.png,FIG-13.png,b3a5096900afbc9be276e3c778d3003deb535f9b8d42d6c8e92a6d1210a24464,2000,1200,inspecionada,Cap. 12 (candidato),Recompor setas que atravessam o rótulo central; manter crítica verificável e saída como possibilidade.,pendente para esta edição,não incorporada
FI-LEG-14,3,Dimensões da fusão e dependência,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-14.png,FIG-14.png,f95e1bf39c29a4d463deced0ada378779dd07a9517c33cdc8f6da979c14d1c77,2000,1200,inspecionada,Cap. 12 (candidato),Recompor linhas sobre o centro; dimensionar sem sugerir diagnóstico.,pendente para esta edição,não incorporada
FI-LEG-15,3,O ciclo da esquiva,https://github.com/Sollimastudio/fuga-identit-ria-/blob/5540334d5e5768be39819d7ef908369876cc1db5/04-ENTREGAS-PARA-REVISAO/CAMADA-11-FECHAMENTO-KINDLE/figuras/FIG-15.png,FIG-15.png,5116739996624d9de856121718e6a08c8469c4bc5d31954ca1d6e511c4644f2f,2000,1200,inspecionada,Cap. 17 (candidato),Boa candidata funcional; comparar com FIG-02 para evitar duplicação.,pendente para esta edição,não incorporada
